Timestamp_s,Flow_Rate_L_s,Pressure_kPa,Fuel_Quantity_L,Probe_Status,Flow_Pressure_Ratio,anomaly_label,Health_Status,Critical_Flag,LED_Color
0.0,0.5030057741786839,289.1225255526318,799.9496994225822,normal,0.0017397668106877296,1,Healthy,False,green
0.1,0.6445052010804788,295.7814960482777,799.8852489024741,normal,0.0021789909432849788,1,Healthy,False,green
0.2,0.4669282752221435,261.5422494930033,799.8385560749518,normal,0.0017852881365334997,1,Healthy,False,green
0.3,0.5565082146556768,199.0928990074252,799.7829052534863,normal,0.002795218802027298,-1,Warning,False,yellow
0.4,0.3526114215090995,351.14189708410083,,faulty,0.0010041849874287338,1,Healthy,False,green
0.5,0.6059369135757994,301.7332378936007,799.6870504199778,normal,0.0020081874897371075,1,Healthy,False,green
0.6000000000000001,0.5975136612571734,365.8524464353428,799.6272990538521,normal,0.0016332094183843927,1,Healthy,False,green
0.7000000000000001,0.585183814530305,287.6176889210297,799.568780672399,normal,0.0020345890989026654,1,Healthy,False,green
0.8,0.392422378433433,253.59653112420196,799.5295384345558,normal,0.0015474280215656395,1,Healthy,False,green
0.9,0.3599314969842526,255.81747821475557,799.4935452848573,normal,0.0014069855566400924,1,Healthy,False,green
1.0,0.3822819031540144,257.5933390150189,799.4553170945419,normal,0.0014840519736099447,1,Healthy,False,green
1.1,0.3896177676729616,352.75532377359525,,faulty,0.0011044986182066109,1,Healthy,False,green
1.2000000000000002,0.4532424933076414,353.5215142517511,,faulty,0.0012820789542807756,1,Healthy,False,green
1.3,0.4464200966100201,330.2264431424445,,faulty,0.0013518605365514444,1,Healthy,False,green
1.4,0.3265501915198655,266.8639948860322,799.2937340396309,normal,0.001223657734942187,-1,Warning,False,yellow
1.5,0.4118245299578494,351.4318853305268,799.252551586635,normal,0.0011718473682902234,1,Healthy,False,green
1.6,0.5229766650016947,206.63283490180217,799.2002539201349,normal,0.0025309465712466664,-1,Warning,False,yellow
1.7000000000000002,0.608066108701058,274.855092762812,,faulty,0.0022123152334157137,1,Healthy,False,green
1.8,0.4978452059326653,279.29741218121444,799.0896627886715,normal,0.0017824912950129739,1,Healthy,False,green
1.9,0.5877807281677001,325.6154225254194,799.0308847158548,normal,0.0018051378635845008,1,Healthy,False,green
2.0,0.5757517213411231,275.97257922225987,798.9733095437207,normal,0.0020862642330759617,1,Healthy,False,green
2.1,0.5562706591671074,230.9149971834055,798.917682477804,normal,0.0024089845438894832,1,Healthy,False,green
2.2,0.4042662382121657,257.76270788880606,798.8772558539827,normal,0.0015683658878481307,1,Healthy,False,green
2.3000000000000003,0.6467095029845523,214.79005062483745,798.8125849036843,normal,0.0030108913383242596,-1,Warning,False,yellow
2.4000000000000004,0.4123666580294131,317.972138878733,798.7713482378813,normal,0.0012968641198676841,1,Healthy,False,green
2.5,0.3766175131110495,364.4072586581572,798.7336864865702,normal,0.0010335071658502458,1,Healthy,False,green
2.6,0.4971534504200204,258.05586401756705,798.6839711415282,normal,0.001926534211158933,1,Healthy,False,green
2.7,0.5445437558854739,279.9483903603381,798.6295167659397,normal,0.0019451576598978099,1,Healthy,False,green
2.8000000000000003,0.6054351547231113,299.22458240208266,798.5689732504674,normal,0.0020233469785900095,1,Healthy,False,green
2.9000000000000004,0.5727563536200875,287.60627150968395,798.5116976151054,normal,0.001991459889291052,1,Healthy,False,green
3.1,0.5875446983934624,305.65440465036795,798.3884271292308,normal,0.0019222516981737697,1,Healthy,False,green
3.2,0.511885986094689,331.2795178201429,798.3372385306212,normal,0.0015451784929625511,1,Healthy,False,green
3.3000000000000003,0.4288400767715642,272.9073539174018,798.2943545229441,normal,0.0015713760388492758,1,Healthy,False,green
3.4000000000000004,0.5710141473765651,257.2313352443866,798.2372531082065,normal,0.0022198467649132414,1,Healthy,False,green
3.5,0.5093244911148038,300.7024987928035,,faulty,0.0016937820375937398,1,Healthy,False,green
3.6,0.4143469027166038,345.78502363345063,798.1448859688234,normal,0.0011982789143460191,1,Healthy,False,green
3.7,0.4602574563776918,290.5176337646436,798.0988602231855,normal,0.001584266849531616,1,Healthy,False,green
3.8,0.3525389697961525,315.076088679656,798.0636063262059,normal,0.0011189010606088416,1,Healthy,False,green
3.9,0.7053524291580933,260.1733672866525,797.9930710832901,normal,0.0027110862134514854,-1,Warning,False,yellow
4.0,0.4951495553899872,349.57836984667824,797.9435561277511,normal,0.0014164193156663413,1,Healthy,False,green
4.1000000000000005,0.6275171044796141,342.66192737774134,797.8808044173031,normal,0.0018313009247387323,1,Healthy,False,green
4.2,0.4922844291515236,197.86526220516384,797.831575974388,normal,0.002487978049634,-1,Warning,False,yellow
4.3,0.483743717930266,308.0830901015019,,faulty,0.0015701728964445613,1,Healthy,False,green
4.4,0.2943297285352845,262.5301481923762,797.7537686297414,normal,0.0011211273469422882,-1,Warning,False,yellow
4.5,0.6372673822497755,268.7681770553943,797.6900418915164,normal,0.002371067100397202,1,Healthy,False,green
4.6000000000000005,0.4581362166893933,349.8155689846678,797.6442282698475,normal,0.0013096507340114218,1,Healthy,False,green
4.7,0.3728499592307097,315.2268583715069,797.6069432739245,normal,0.0011827988298867976,1,Healthy,False,green
4.800000000000001,0.3016419340562396,336.0016273045149,797.5767790805188,normal,0.0008977395034544418,-1,Warning,False,yellow
4.9,0.5432121206468569,209.16595140291977,797.5224578684541,normal,0.0025970389396716797,-1,Warning,False,yellow
5.0,0.5733495052182505,274.3815011248864,797.4651229179324,normal,0.00208960699926081,1,Healthy,False,green
