Timestamp_s,Flow_Rate_L_s,Pressure_kPa,Fuel_Quantity_L,Probe_Status
0.0,0.5030057741786839,289.1225255526318,799.9496994225822,normal
0.1,0.6445052010804788,295.7814960482777,799.8852489024741,normal
0.2,0.4669282752221435,261.5422494930033,799.8385560749518,normal
0.3,0.5565082146556768,199.0928990074252,799.7829052534863,normal
0.5,0.6059369135757994,301.7332378936007,799.6870504199778,normal
0.6000000000000001,0.5975136612571734,365.8524464353428,799.6272990538521,normal
0.7000000000000001,0.585183814530305,287.6176889210297,799.568780672399,normal
0.8,0.392422378433433,253.59653112420196,799.5295384345558,normal
0.9,0.3599314969842526,255.81747821475557,799.4935452848573,normal
1.0,0.3822819031540144,257.5933390150189,799.4553170945419,normal
1.4,0.3265501915198655,266.8639948860322,799.2937340396309,normal
1.5,0.4118245299578494,351.4318853305268,799.252551586635,normal
1.6,0.5229766650016947,206.63283490180217,799.2002539201349,normal
1.8,0.4978452059326653,279.29741218121444,799.0896627886715,normal
1.9,0.5877807281677001,325.6154225254194,799.0308847158548,normal
2.0,0.5757517213411231,275.97257922225987,798.9733095437207,normal
2.1,0.5562706591671074,230.9149971834055,798.917682477804,normal
2.2,0.4042662382121657,257.76270788880606,798.8772558539827,normal
2.3000000000000003,0.6467095029845523,214.79005062483745,798.8125849036843,normal
2.4000000000000004,0.4123666580294131,317.972138878733,798.7713482378813,normal
2.5,0.3766175131110495,364.4072586581572,798.7336864865702,normal
2.6,0.4971534504200204,258.05586401756705,798.6839711415282,normal
2.7,0.5445437558854739,279.9483903603381,798.6295167659397,normal
2.8000000000000003,0.6054351547231113,299.22458240208266,798.5689732504674,normal
2.9000000000000004,0.5727563536200875,287.60627150968395,798.5116976151054,normal
3.1,0.5875446983934624,305.65440465036795,798.3884271292308,normal
3.2,0.511885986094689,331.2795178201429,798.3372385306212,normal
3.3000000000000003,0.4288400767715642,272.9073539174018,798.2943545229441,normal
3.4000000000000004,0.5710141473765651,257.2313352443866,798.2372531082065,normal
3.6,0.4143469027166038,345.78502363345063,798.1448859688234,normal
3.7,0.4602574563776918,290.5176337646436,798.0988602231855,normal
3.8,0.3525389697961525,315.076088679656,798.0636063262059,normal
3.9,0.7053524291580933,260.1733672866525,797.9930710832901,normal
4.0,0.4951495553899872,349.57836984667824,797.9435561277511,normal
4.1000000000000005,0.6275171044796141,342.66192737774134,797.8808044173031,normal
4.2,0.4922844291515236,197.86526220516384,797.831575974388,normal
4.4,0.2943297285352845,262.5301481923762,797.7537686297414,normal
4.5,0.6372673822497755,268.7681770553943,797.6900418915164,normal
4.6000000000000005,0.4581362166893933,349.8155689846678,797.6442282698475,normal
4.7,0.3728499592307097,315.2268583715069,797.6069432739245,normal
4.800000000000001,0.3016419340562396,336.0016273045149,797.5767790805188,normal
4.9,0.5432121206468569,209.16595140291977,797.5224578684541,normal
5.0,0.5733495052182505,274.3815011248864,797.4651229179324,normal
5.1000000000000005,0.579714666029204,300.62551083927474,797.4071514513295,normal
5.2,0.5158124377850647,284.3377449554263,797.355570207551,normal
5.300000000000001,0.4262599244690804,345.6302523170251,797.312944215104,normal
5.4,0.4444068701233688,294.83781057237303,797.2685035280916,normal
5.5,0.5252391461540613,365.3208339361685,797.2159796134763,normal
5.6000000000000005,0.4340782950213397,377.4658016801952,797.1725717839741,normal
5.7,0.6125623232819409,294.675345995742,797.1113155516459,normal
5.800000000000001,0.5093885611237694,406.502819786532,797.0603766955336,normal
5.9,0.6454777238658357,266.478896429882,796.995828923147,normal
6.0,0.4841124243431255,372.17792029656977,796.9474176807126,normal
6.1000000000000005,0.472057350638927,375.58214457343234,796.9002119456487,normal
6.2,0.4774618415321367,289.23701219388425,796.8524657614955,normal
6.300000000000001,0.5491047355528623,270.76194281904105,796.7975552879402,normal
6.4,0.4682852960798286,368.3222292127313,796.7507267583322,normal
